header,class,mechanism,group
2819123|2819575|-|phage_head_completion_protein,Phage-related,Phage-related head protein,NotComplete
3889853|3890341|-|Phage_head_completion_protein,Phage-related,Phage-related head protein,NotComplete
1722343|1723164|+|phage_head_morphogenesis_protein,Phage-related,Phage-related head protein,NotComplete
3730485|3731816|+|phage_head_morphogenesis_protein,Phage-related,Phage-related head protein,NotComplete
401137|401910|-|phage_head_morphogenesis_protein,Phage-related,Phage-related head protein,NotComplete
155491|155814|-|phage_gp6-like_head-tail_connector_protein,Phage-related,Phage-related head-tail protein,GP6
1617055|1617378|+|phage_gp6-like_head-tail_connector_protein,Phage-related,Phage-related head-tail protein,GP6
3925902|3926216|-|Phage_gp6-like_head-tail_connector_protein,Phage-related,Phage-related head-tail protein,GP6
5074179|5074484|+|phage_gp6-like_head-tail_connector_protein,Phage-related,Phage-related head-tail protein,GP6
3066719|3067129|-|phage_head-tail_adapter_protein,Phage-related,Phage-related head-tail protein,NotComplete
10063|10413|+|putative_phage_head-tail_adaptor,Phage-related,Phage-related head-tail protein,NotComplete
4412372|4412785|+|phage_head-tail_connector_protein,Phage-related,Phage-related head-tail protein,NotComplete
3369212|3369541|+|phage_head-tail_joining_protein,Phage-related,Phage-related head-tail protein,NotComplete
3925563|3925898|-|Phage_head-tail_joining_protein,Phage-related,Phage-related head-tail protein,NotComplete
2138324|2138677|-|putative_phage_head-tail_joining_protein,Phage-related,Phage-related head-tail protein,NotComplete
29889|30482|+|phage_lambda_replication_host_DNA_synthesis_heat_shock_protein_repair,Phage-related,Phage-related heat shock protein,NotComplete
2155150|2156541|-|putative_phage_helicase,Phage-related,Phage-related helicase,NotComplete
63422|63718|+|phage_holin_GpY,Phage-related,Phage-related holin,GPY
383821|383964|+|Phage_holin__class_II,Phage-related,Phage-related holin,II
1945862|1946476|+|Phage_holin,Phage-related,Phage-related holin,NotComplete
2526849|2527148|-|phage_holin__lambda_family,Phage-related,Phage-related holin,NotComplete
2724752|2725093|-|phage_holin__lambda_family,Phage-related,Phage-related holin,NotComplete
1551230|1551586|-|phage_holin_family_protein,Phage-related,Phage-related holin,NotComplete
2821387|2821662|-|phage_holin_family_protein,Phage-related,Phage-related holin,NotComplete
3117228|3117509|+|phage_holin_family_protein,Phage-related,Phage-related holin,NotComplete
1766735|1767010|-|putative_phage_holin,Phage-related,Phage-related holin,NotComplete
1767000|1767434|-|putative_phage_holin,Phage-related,Phage-related holin,NotComplete
1945955|1946293|+|putative_phage_holin,Phage-related,Phage-related holin,NotComplete
2131162|2131476|-|putative_phage_holin,Phage-related,Phage-related holin,NotComplete
384806|385132|+|putative_phage_holin,Phage-related,Phage-related holin,NotComplete
644811|648308|+|putative_phage_host_specificity_protein,Phage-related,Phage-related host specificity protein,NotComplete
757931|758347|-|enterobacteria_phage_lambda__host-nuclease_inhibitor_protein_Gam,Phage-related,Phage-related host-nuclease inhibitor protein,GAM
2690583|2691107|-|phage_host-nuclease_inhibitor_protein_Gam,Phage-related,Phage-related host-nuclease inhibitor protein,GAM
301333|302754|+|phage_injection_protein,Phage-related,Phage-related injection protein,NotComplete
269467|269871|+|CP4-6_prophage__partial_regulator_of_insertion_element_IS911A,Phage-related,Phage-related insertion element regulator ,CP4-6
4872152|4873342|-|prophage_CPS-53_integrase,Phage-related,Phage-related integrase,CPS
1239954|1241084|+|phage_integrase,Phage-related,Phage-related integrase,NotComplete
167309|168580|+|Phage_integrase,Phage-related,Phage-related integrase,NotComplete
1701081|1702298|-|phage_integrase,Phage-related,Phage-related integrase,NotComplete
172052|173191|+|phage_integrase,Phage-related,Phage-related integrase,NotComplete
1929658|1930635|-|phage_integrase,Phage-related,Phage-related integrase,NotComplete
2052521|2053861|+|phage_integrase,Phage-related,Phage-related integrase,NotComplete
2137760|2138425|-|Phage_integrase,Phage-related,Phage-related integrase,NotComplete
2162666|2163802|+|phage_integrase,Phage-related,Phage-related integrase,NotComplete
2172366|2173583|-|phage_integrase,Phage-related,Phage-related integrase,NotComplete
4128840|4130159|+|phage_integrase,Phage-related,Phage-related integrase,NotComplete
787295|788455|-|phage_integrase,Phage-related,Phage-related integrase,NotComplete
878463|879728|-|phage_integrase,Phage-related,Phage-related integrase,NotComplete
163670|164470|-|phage_integrase_family_protein,Phage-related,Phage-related integrase,NotComplete
2320362|2320958|-|phage_integrase_family_protein,Phage-related,Phage-related integrase,NotComplete
236641|237801|+|phage_integrase_family_protein,Phage-related,Phage-related integrase,NotComplete
2405337|2406602|-|phage_integrase_family_protein,Phage-related,Phage-related integrase,NotComplete
257692|258483|-|phage_integrase_family_protein,Phage-related,Phage-related integrase,NotComplete
3169297|3169533|-|phage_integrase_family_protein,Phage-related,Phage-related integrase,NotComplete
5481070|5482260|+|phage_integrase_family_protein,Phage-related,Phage-related integrase,NotComplete
90554|92446|-|phage_integrase_family_protein,Phage-related,Phage-related integrase,NotComplete
92303|93112|-|phage_integrase_family_protein,Phage-related,Phage-related integrase,NotComplete
2787670|2788683|-|Phage-related_integrase,Phage-related,Phage-related integrase,NotComplete
2788680|2789615|-|Phage-related_integrase,Phage-related,Phage-related integrase,NotComplete
3515470|3516522|-|probable_bacteriophage_integrase,Phage-related,Phage-related integrase,NotComplete
3798109|3799374|+|prophage_integrase,Phage-related,Phage-related integrase,NotComplete
3835368|3836609|-|prophage_integrase,Phage-related,Phage-related integrase,NotComplete
4770158|4770313|+|putative_partial_phage_integrase,Phage-related,Phage-related integrase,NotComplete
3235727|3236182|-|putative_phage_integrase,Phage-related,Phage-related integrase,NotComplete
324623|325186|-|putative_phage_integrase,Phage-related,Phage-related integrase,NotComplete
5274|6803|+|putative_phage_integrase_family,Phage-related,Phage-related integrase,NotComplete
4326321|4326857|+|putative_integrase_encoded_by_prophage_CP-933K,Phage-related,Phage-related integrase ,NotComplete
1702185|1703327|-|putative_integrase_of_prophage_CP-933X,Phage-related,Phage-related integrase ,NotComplete
5221592|5222692|+|phage_late_control_D_family_protein,Phage-related,Phage-related late gene protein,D
278887|279231|+|phage_late_gene_regulator_Q,Phage-related,Phage-related late gene protein,Q
989940|991103|+|phage_late_control_gene_protein,Phage-related,Phage-related late gene protein,NotComplete
763853|764476|+|enterobacteria_phage_lambda__late_gene_regulator,Phage-related,Phage-related late gene protein,NotComplete
4006121|4006546|-|phage_late_gene_regulator,Phage-related,Phage-related late gene protein,NotComplete
1304281|1305390|+|phage_late_regulator,Phage-related,Phage-related late gene protein,NotComplete
1848798|1849223|-|phage_lysis_timing_protein_lysB,Phage-related,Phage-related lysin,LYSB
5199564|5200061|-|phage_lysin,Phage-related,Phage-related lysin,NotComplete
528996|530273|+|Phage_lysin__N-acetylmuramoyl-L-alanine_amidase,Phage-related,Phage-related lysin,NotComplete
13526|13699|+|phage_lysis_protein,Phage-related,Phage-related lysin,NotComplete
5207413|5207841|+|LysB_family_phage_lysis_regulatory_protein,Phage-related,Phage-related lysis protein,LYSB
2064820|2065035|-|predicted_phage_lysis_protein,Phage-related,Phage-related lysis protein,NotComplete
1459998|1460480|+|putative_phage_lysis_accessory_protein,Phage-related,Phage-related lysis protein,NotComplete
1159353|1159568|+|putative_phage_lysis_protein,Phage-related,Phage-related lysis protein,NotComplete
1342971|1343186|+|putative_phage_lysis_protein,Phage-related,Phage-related lysis protein,NotComplete
2623022|2623327|-|putative_phage_lysis_protein__holin_,Phage-related,Phage-related lysis protein,NotComplete
3692228|3692632|-|Phage_lysozyme,Phage-related,Phage-related lysozyme,NotComplete
83957|84490|-|phage_lysozyme,Phage-related,Phage-related lysozyme,NotComplete
627272|627769|+|putative_phage_lysozyme,Phage-related,Phage-related lysozyme,NotComplete
3167397|3169958|-|Phage-related_lysozyme__muraminidase_,Phage-related,Phage-related lysozyme-muraminidase ,NotComplete
15284|15418|-|phage_maintenance_protein,Phage-related,Phage-related maintenance protein,NotComplete
2788843|2789349|-|membrane_protein_FxsA__suppressor_of_F_exclusion_of_phage_T7_,Phage-related,Phage-related membrane protein,FXSA
528809|529006|+|phage_membrane_protein,Phage-related,Phage-related membrane protein,NotComplete
648379|648978|+|putative_phage_outer_membrane_protein,Phage-related,Phage-related membrane protein,NotComplete
1023696|1024223|-|phage_N-6-adenine-methyltransferase,Phage-related,Phage-related N-6-adenine-methyltransferase,NotComplete
2915206|2915859|-|phage_N-6-adenine-methyltransferase,Phage-related,Phage-related N-6-adenine-methyltransferase,NotComplete
2859244|2860662|-|packaged_DNA_stabilization_protein_from_phage,Phage-related,Phage-related packaged DNA stabilization protein,NotComplete
3356517|3357575|+|putative_protein_insertion_permease_FtsX,Phage-related,Phage-related permease,FTSX
1589805|1589972|+|phage_polarity_suppression_protein,Phage-related,Phage-related polarity suppression protein,NotComplete
325882|326346|-|phage_polarity_suppression_protein,Phage-related,Phage-related polarity suppression protein,NotComplete
4005475|4006047|-|Phage_polarity_suppression_protein,Phage-related,Phage-related polarity suppression protein,NotComplete
4119046|4119597|-|phage_polarity_suppression_protein,Phage-related,Phage-related polarity suppression protein,NotComplete
2889304|2889768|-|putative_Polynucleotidyl_transferase__Phage_related_,Phage-related,Phage-related polynucleotidyltransferase  ,NotComplete
421252|422550|+|phage_portal_protein__HK97_family,Phage-related,Phage-related portal protein,HK97
1453143|1453460|-|phage_portal_protein__PBSX_family,Phage-related,Phage-related portal protein,PBSX
2824483|2825502|+|phage_portal_protein__pbsx_family,Phage-related,Phage-related portal protein,PBSX
1220308|1221498|-|phage_portal_protein,Phage-related,Phage-related portal protein,NotComplete
1424174|1425685|-|phage_portal_protein,Phage-related,Phage-related portal protein,NotComplete
1443932|1445158|-|phage_portal_protein,Phage-related,Phage-related portal protein,NotComplete
157728|158954|-|phage_portal_protein,Phage-related,Phage-related portal protein,NotComplete
1593904|1594938|-|phage_portal_protein,Phage-related,Phage-related portal protein,NotComplete
1671929|1672294|+|Phage_portal_protein,Phage-related,Phage-related portal protein,NotComplete
2630092|2631321|-|phage_portal_protein,Phage-related,Phage-related portal protein,NotComplete
2878487|2880019|-|phage_portal_protein,Phage-related,Phage-related portal protein,NotComplete
2903054|2904562|-|phage_portal_protein,Phage-related,Phage-related portal protein,NotComplete
3023040|3024251|-|phage_portal_protein,Phage-related,Phage-related portal protein,NotComplete
3292071|3293582|-|phage_portal_protein,Phage-related,Phage-related portal protein,NotComplete
3861413|3863014|+|phage_portal_protein,Phage-related,Phage-related portal protein,NotComplete
3928351|3929607|-|Phage_portal_protein,Phage-related,Phage-related portal protein,NotComplete
4087293|4088534|-|phage_portal_protein,Phage-related,Phage-related portal protein,NotComplete
4312957|4314183|+|phage_portal_protein,Phage-related,Phage-related portal protein,NotComplete
4559773|4561137|+|phage_portal_protein,Phage-related,Phage-related portal protein,NotComplete
4561134|4562357|+|phage_portal_protein,Phage-related,Phage-related portal protein,NotComplete
4613145|4614647|+|phage_portal_protein,Phage-related,Phage-related portal protein,NotComplete
4639699|4640733|+|phage_portal_protein,Phage-related,Phage-related portal protein,NotComplete
48308|50017|+|phage_portal_protein,Phage-related,Phage-related portal protein,NotComplete
6121613|6123127|+|phage_portal_protein,Phage-related,Phage-related portal protein,NotComplete
632832|634064|+|phage_portal_protein,Phage-related,Phage-related portal protein,NotComplete
742024|743070|-|phage_portal_protein,Phage-related,Phage-related portal protein,NotComplete
747003|748121|+|phage_portal_protein,Phage-related,Phage-related portal protein,NotComplete
843592|845185|+|phage_portal_protein,Phage-related,Phage-related portal protein,NotComplete
997120|998607|-|phage_portal_protein,Phage-related,Phage-related portal protein,NotComplete
12816|14342|-|putative_phage_portal_protein,Phage-related,Phage-related portal protein,NotComplete
2682464|2684119|-|putative_phage_portal_protein,Phage-related,Phage-related portal protein,NotComplete
4997|6934|+|peptidase_U35__phage_prohead_HK97,Phage-related,Phage-related prohead peptidase,HK97
1219590|1220324|-|phage_clp-protease,Phage-related,Phage-related protease,CLP
1443298|1443975|-|phage_ClpP_protease,Phage-related,Phage-related protease,CLPP
928127|928642|+|outer_membrane_protease__receptor_for_phage_OX2,Phage-related,Phage-related protease,OX2
1620454|1621122|+|HK97_family_phage_prohead_protease,Phage-related,Phage-related protease,NotComplete
1822351|1822953|-|HK97_family_phage_prohead_protease,Phage-related,Phage-related protease,NotComplete
447878|449140|+|protease_specific_for_phage_lambda_cII_repressor,Phage-related,Phage-related protease,NotComplete
2677872|2678957|-|putative_phage_protease,Phage-related,Phage-related protease,NotComplete
548972|549925|-|putative_phage_protease,Phage-related,Phage-related protease,NotComplete
5213959|5214459|-|Phage_protein_B,Phage-related,Phage-related protein,B
1733814|1734983|+|phage_protein_D,Phage-related,Phage-related protein,D
371979|372377|-|putative_phage_eae_protein,Phage-related,Phage-related protein,EAE
10410|10856|+|phage_protein__HK97_gp10_family,Phage-related,Phage-related protein,GP10
4240966|4241403|+|phage_protein_GP46,Phage-related,Phage-related protein,GP46
1148978|1149862|+|putative_phage_P2_GpU,Phage-related,Phage-related protein,GPU
4411511|4411840|+|KpLE2_phage-like_element__predicted_protein,Phage-related,Phage-related protein,KPLE
10503|11255|-|phage_Mu_F_like_family_protein,Phage-related,Phage-related protein,MuF
766781|767893|-|phage_Mu_F_like_family_protein,Phage-related,Phage-related protein,MuF
3203064|3203504|-|phage_protein_NinB,Phage-related,Phage-related protein,NINH
3693490|3694002|-|Phage_protein_NinH,Phage-related,Phage-related protein,NINY
2471827|2472792|+|phage_O_family_protein,Phage-related,Phage-related protein,O
3697157|3697357|-|Phage_ORF30_protein,Phage-related,Phage-related protein,ORF30
842505|843197|+|tol_protein__membrane-spanning_inner_membrane_proteins__required_for_outer_membrane_integrity__uptake_of_group_A_colicins__and_translocation_of_phage_DNA_to_cytoplasm,Phage-related,Phage-related protein,TOL
844978|846270|+|tol_protein_required_for_outer_membrane_integrity__uptake_of_group_A_colicins__and_translocation_of_phage_DNA_to_cytoplasm__may_be_part_of_multiprotein_peptidoglycan_recycling_complex__Two_domains_,Phage-related,Phage-related protein,TOL
4479369|4479704|+|KpLE2_phage-like_element__predicted_protein,Phage-related,Phage-related protein,NotComplete
4480202|4480561|-|KpLE2_phage-like_element__predicted_protein__N-ter_fragment__truncated_protein,Phage-related,Phage-related protein,NotComplete
3305263|3305559|-|phage_associated_protein,Phage-related,Phage-related protein,NotComplete
504652|505047|+|phage_associated_protein,Phage-related,Phage-related protein,NotComplete
505044|505265|+|phage_associated_protein,Phage-related,Phage-related protein,NotComplete
1661502|1661900|+|Phage_or_Prophage_Related,Phage-related,Phage-related protein,NotComplete
1004547|1004885|+|phage_protein,Phage-related,Phage-related protein,NotComplete
1010321|1010620|+|phage_protein,Phage-related,Phage-related protein,NotComplete
1010942|1011412|+|phage_protein,Phage-related,Phage-related protein,NotComplete
1011418|1011759|+|phage_protein,Phage-related,Phage-related protein,NotComplete
1012499|1012915|+|phage_protein,Phage-related,Phage-related protein,NotComplete
1012918|1013190|+|phage_protein,Phage-related,Phage-related protein,NotComplete
1016809|1017405|+|phage_protein,Phage-related,Phage-related protein,NotComplete
1017405|1017986|+|phage_protein,Phage-related,Phage-related protein,NotComplete
1197800|1198804|+|phage_protein,Phage-related,Phage-related protein,NotComplete
1385645|1386460|+|phage_protein,Phage-related,Phage-related protein,NotComplete
1434669|1435040|-|phage_protein,Phage-related,Phage-related protein,NotComplete
1440492|1440920|-|phage_protein,Phage-related,Phage-related protein,NotComplete
1441288|1441641|-|phage_protein,Phage-related,Phage-related protein,NotComplete
1441628|1441939|-|phage_protein,Phage-related,Phage-related protein,NotComplete
1442082|1443260|-|phage_protein,Phage-related,Phage-related protein,NotComplete
14641|14853|+|phage_protein,Phage-related,Phage-related protein,NotComplete
1473748|1473951|+|phage_protein,Phage-related,Phage-related protein,NotComplete
1528688|1529494|+|phage_protein,Phage-related,Phage-related protein,NotComplete
1589196|1589381|+|phage_protein,Phage-related,Phage-related protein,NotComplete
1668805|1668957|+|phage_protein,Phage-related,Phage-related protein,NotComplete
1831391|1831735|-|phage_protein,Phage-related,Phage-related protein,NotComplete
1832427|1833239|-|phage_protein,Phage-related,Phage-related protein,NotComplete
1837399|1838886|-|phage_protein,Phage-related,Phage-related protein,NotComplete
1860092|1861024|+|phage_protein,Phage-related,Phage-related protein,NotComplete
1877877|1878167|-|Phage_protein,Phage-related,Phage-related protein,NotComplete
1953747|1953947|+|Phage_protein,Phage-related,Phage-related protein,NotComplete
2006318|2006530|+|Phage_protein,Phage-related,Phage-related protein,NotComplete
2006561|2006881|+|phage_protein,Phage-related,Phage-related protein,NotComplete
2007368|2007667|+|phage_protein,Phage-related,Phage-related protein,NotComplete
2008293|2008658|+|phage_protein,Phage-related,Phage-related protein,NotComplete
2039378|2039728|-|phage_protein,Phage-related,Phage-related protein,NotComplete
2135310|2135567|+|phage_protein,Phage-related,Phage-related protein,NotComplete
2239630|2240055|-|phage_protein,Phage-related,Phage-related protein,NotComplete
2360913|2361185|-|phage_protein,Phage-related,Phage-related protein,NotComplete
2397300|2398307|+|phage_protein,Phage-related,Phage-related protein,NotComplete
2746278|2746616|+|phage_protein,Phage-related,Phage-related protein,NotComplete
2817943|2818647|-|phage_protein,Phage-related,Phage-related protein,NotComplete
314869|315252|-|phage_protein,Phage-related,Phage-related protein,NotComplete
323852|324142|+|phage_protein,Phage-related,Phage-related protein,NotComplete
3328124|3328612|+|phage_protein,Phage-related,Phage-related protein,NotComplete
3395492|3396478|-|phage_protein,Phage-related,Phage-related protein,NotComplete
3621003|3621194|+|phage_protein,Phage-related,Phage-related protein,NotComplete
3708489|3709196|+|Phage_protein,Phage-related,Phage-related protein,NotComplete
3877534|3878079|-|Phage_protein,Phage-related,Phage-related protein,NotComplete
4009030|4009485|+|phage_protein,Phage-related,Phage-related protein,NotComplete
473689|473907|-|phage_protein,Phage-related,Phage-related protein,NotComplete
482757|483167|+|Phage_protein,Phage-related,Phage-related protein,NotComplete
490887|491090|-|phage_protein,Phage-related,Phage-related protein,NotComplete
493663|494451|-|phage_protein,Phage-related,Phage-related protein,NotComplete
497355|498482|+|phage_protein,Phage-related,Phage-related protein,NotComplete
498628|499239|+|phage_protein,Phage-related,Phage-related protein,NotComplete
516960|517319|+|phage_protein,Phage-related,Phage-related protein,NotComplete
517334|517912|+|phage_protein,Phage-related,Phage-related protein,NotComplete
517974|518438|+|phage_protein,Phage-related,Phage-related protein,NotComplete
518570|518743|+|phage_protein,Phage-related,Phage-related protein,NotComplete
518763|519077|+|phage_protein,Phage-related,Phage-related protein,NotComplete
519337|522648|+|phage_protein,Phage-related,Phage-related protein,NotComplete
522663|523502|+|phage_protein,Phage-related,Phage-related protein,NotComplete
543327|543749|+|phage_protein,Phage-related,Phage-related protein,NotComplete
543797|544072|+|phage_protein,Phage-related,Phage-related protein,NotComplete
992057|992230|+|phage_protein,Phage-related,Phage-related protein,NotComplete
3694233|3694700|-|Phage_protein_NinY,Phage-related,Phage-related protein,NotComplete
2545274|2548363|-|phage_protein-related,Phage-related,Phage-related protein,NotComplete
81160|82014|+|phage_related_protein,Phage-related,Phage-related protein,NotComplete
86527|87003|+|phage_related_protein,Phage-related,Phage-related protein,NotComplete
938439|938912|-|phage_related_protein,Phage-related,Phage-related protein,NotComplete
3736190|3737656|+|phage-associated_protein__family,Phage-related,Phage-related protein,NotComplete
2918004|2918408|-|phage-like_protein,Phage-related,Phage-related protein,NotComplete
423032|423370|-|Phage-related_protein,Phage-related,Phage-related protein,NotComplete
4618558|4619616|+|Phage-related_protein,Phage-related,Phage-related protein,NotComplete
577816|578658|+|phage-related_protein,Phage-related,Phage-related protein,NotComplete
573590|574351|-|phage-related_repressor_protein,Phage-related,Phage-related protein,NotComplete
1056014|1056184|+|putative_phage_protein,Phage-related,Phage-related protein,NotComplete
1847801|1847914|-|putative_phage_protein,Phage-related,Phage-related protein,NotComplete
1857462|1857623|+|putative_phage_protein,Phage-related,Phage-related protein,NotComplete
1882277|1882435|-|putative_phage_protein,Phage-related,Phage-related protein,NotComplete
2180728|2181567|-|putative_phage_protein,Phage-related,Phage-related protein,NotComplete
2184126|2184290|-|putative_phage_protein,Phage-related,Phage-related protein,NotComplete
2185113|2185343|-|putative_phage_protein,Phage-related,Phage-related protein,NotComplete
2276567|2276725|-|putative_phage_protein,Phage-related,Phage-related protein,NotComplete
3804404|3804919|-|putative_phage_protein,Phage-related,Phage-related protein,NotComplete
3804960|3805436|-|putative_phage_protein,Phage-related,Phage-related protein,NotComplete
4225083|4225424|-|putative_phage_protein,Phage-related,Phage-related protein,NotComplete
4235119|4235553|+|putative_phage_protein,Phage-related,Phage-related protein,NotComplete
4308495|4309325|-|putative_phage_protein,Phage-related,Phage-related protein,NotComplete
5151723|5151923|+|putative_phage_protein,Phage-related,Phage-related protein,NotComplete
528774|528935|-|putative_phage_protein,Phage-related,Phage-related protein,NotComplete
533556|533711|-|putative_phage_protein,Phage-related,Phage-related protein,NotComplete
544524|544682|+|putative_phage_protein,Phage-related,Phage-related protein,NotComplete
573689|573949|+|putative_phage_protein,Phage-related,Phage-related protein,NotComplete
575091|575330|-|putative_phage_protein,Phage-related,Phage-related protein,NotComplete
787845|788120|+|putative_phage_protein,Phage-related,Phage-related protein,NotComplete
921486|921989|+|putative_phage_protein,Phage-related,Phage-related protein,NotComplete
47012|47983|+|Putative_phage_stability_partitioning_protein,Phage-related,Phage-related protein,NotComplete
1915118|1916122|-|putative_phage-related_protein,Phage-related,Phage-related protein,NotComplete
1931170|1933470|-|putative_phage-related_protein,Phage-related,Phage-related protein,NotComplete
1936523|1937284|-|putative_phage-related_protein,Phage-related,Phage-related protein,NotComplete
3354595|3355389|-|putative_phage-related_protein,Phage-related,Phage-related protein,NotComplete
4457981|4458565|-|putative_phage-related_protein,Phage-related,Phage-related protein,NotComplete
981443|982453|-|putative_phage-related_protein,Phage-related,Phage-related protein,NotComplete
2468051|2468413|+|Putative_phage-related_secreted_protein,Phage-related,Phage-related protein,NotComplete
754962|755510|-|enterobacteria_phage_lambda__ea22,Phage-related,Phage-related protein ,EA22
754489|754770|-|enterobacteria_phage_lambda__ea8_5,Phage-related,Phage-related protein ,EA85
2003404|2003571|-|Phage_EaA_protein,Phage-related,Phage-related protein ,EAA
368629|369138|-|Phage_eae_protein,Phage-related,Phage-related protein ,EAE
763266|763856|+|enterobacteria_phage_lambda__NinI_protein__C-ter_fragment,Phage-related,Phage-related protein ,NINI
541510|541680|+|DLP12_prophage__conserved_protein_similar_to_phage_82_and_lambda_proteins,Phage-related,Phage-related protein ,NotComplete
4492320|4493180|-|receptor_of_phage_T6_and_colicin_K,Phage-related,Phage-related protein ,NotComplete
452658|453542|-|receptor_of_phage_T6_and_colicin_K,Phage-related,Phage-related protein ,NotComplete
4519790|4521130|+|phage_lambda_receptor_protein,Phage-related,Phage-related receptor protein,NotComplete
2297907|2300879|+|phage_receptor,Phage-related,Phage-related receptor protein,NotComplete
3405821|3406606|+|phage_recombination_protein_Bet,Phage-related,Phage-related recombinase,BET
180189|181355|+|phage_integrase_family_recombinase,Phage-related,Phage-related recombinase,NotComplete
228803|230023|-|phage_integrase_family_recombinase,Phage-related,Phage-related recombinase,NotComplete
2318740|2320032|+|phage_integrase_family_recombinase,Phage-related,Phage-related recombinase,NotComplete
601029|602192|-|phage_integrase_family_recombinase,Phage-related,Phage-related recombinase,NotComplete
1954674|1955291|+|phage_recombinase,Phage-related,Phage-related recombinase,NotComplete
1477412|1478221|-|putative_phage_recombinase,Phage-related,Phage-related recombinase,NotComplete
620859|622385|+|putative_phage_recombinase,Phage-related,Phage-related recombinase,NotComplete
357951|359138|-|site-specific_recombinase__phage_integrase,Phage-related,Phage-related recombinase,NotComplete
15897|17192|-|site-specific_recombinase__phage_integrase_family,Phage-related,Phage-related recombinase,NotComplete
162991|164508|-|site-specific_recombinase__phage_integrase_family,Phage-related,Phage-related recombinase,NotComplete
207530|208372|-|site-specific_recombinase__phage_integrase_family,Phage-related,Phage-related recombinase,NotComplete
26661|26966|+|site-specific_recombinase__phage_integrase_family,Phage-related,Phage-related recombinase,NotComplete
379054|380292|-|site-specific_recombinase__phage_integrase_family,Phage-related,Phage-related recombinase,NotComplete
56615|57898|-|site-specific_recombinase__phage_integrase_family,Phage-related,Phage-related recombinase,NotComplete
1480320|1480523|-|AlpA_family_phage_regulatory_protein,Phage-related,Phage-related regulatory protein,ALPA
150823|151053|-|AlpA_family_phage_regulatory_protein,Phage-related,Phage-related regulatory protein,ALPA
1582614|1582823|-|AlpA_family_phage_regulatory_protein,Phage-related,Phage-related regulatory protein,ALPA
1801068|1801298|+|AlpA_family_phage_regulatory_protein,Phage-related,Phage-related regulatory protein,ALPA
3067256|3067657|+|AlpA_family_phage_regulatory_protein,Phage-related,Phage-related regulatory protein,ALPA
308661|308888|+|AlpA_family_phage_regulatory_protein,Phage-related,Phage-related regulatory protein,ALPA
3707388|3707615|+|AlpA_family_phage_regulatory_protein,Phage-related,Phage-related regulatory protein,ALPA
4260952|4261149|+|AlpA_family_phage_regulatory_protein,Phage-related,Phage-related regulatory protein,ALPA
922228|922437|+|AlpA_family_phage_regulatory_protein,Phage-related,Phage-related regulatory protein,ALPA
2379319|2379756|-|probable_phage_regulatory_protein_CII,Phage-related,Phage-related regulatory protein,CII
2573310|2573735|-|probable_phage_regulatory_protein_CII,Phage-related,Phage-related regulatory protein,CII
1878323|1878745|+|putative_phage_regulatory_protein_CII,Phage-related,Phage-related regulatory protein,CII
2651556|2651852|-|putative_phage_regulatory_protein_CII,Phage-related,Phage-related regulatory protein,CII
3294365|3294643|-|putative_phage_regulatory_protein_CII,Phage-related,Phage-related regulatory protein,CII
1190256|1190531|-|putative_phage_regulatory_protein_CIII,Phage-related,Phage-related regulatory protein,CIII
1273959|1274285|+|Regulatory_phage_protein_cox,Phage-related,Phage-related regulatory protein,COX
5215167|5215439|-|Regulatory_phage_protein_Cox,Phage-related,Phage-related regulatory protein,COX
618925|619155|+|phage_regulatory_protein_Cro,Phage-related,Phage-related regulatory protein,CRO
1851654|1851959|-|Phage_regulatory_protein_N,Phage-related,Phage-related regulatory protein,N
4542216|4542770|+|putative_phage_regulatory_protein__Rha_family,Phage-related,Phage-related regulatory protein,RHA
1422222|1422470|-|phage_regulatory_protein,Phage-related,Phage-related regulatory protein,NotComplete
4676058|4676483|+|phage_regulatory_protein,Phage-related,Phage-related regulatory protein,NotComplete
4918606|4918842|+|phage_regulatory_protein,Phage-related,Phage-related regulatory protein,NotComplete
2071669|2071884|-|predicted_phage_regulatory_protein,Phage-related,Phage-related regulatory protein,NotComplete
2041890|2042150|-|probable_phage_regulatory_protein,Phage-related,Phage-related regulatory protein,NotComplete
1963653|1963913|+|putative_phage_regulator,Phage-related,Phage-related regulatory protein,NotComplete
1991584|1992135|-|putative_phage_regulatory_protein,Phage-related,Phage-related regulatory protein,NotComplete
2071256|2071549|-|putative_phage_regulatory_protein,Phage-related,Phage-related regulatory protein,NotComplete
3131124|3131456|+|putative_phage_regulatory_protein,Phage-related,Phage-related regulatory protein,NotComplete
3649154|3649717|-|putative_phage_regulatory_protein,Phage-related,Phage-related regulatory protein,NotComplete
42081|44294|+|putative_relaxase_protein,Phage-related,Phage-related relaxase,NotComplete
5158264|5159256|+|putative_defective_phage_replication_protein_O,Phage-related,Phage-related replication protein,O
1740397|1741656|-|ICESt1_ORFJ_phage_replication_initiation_factor_PEP,Phage-related,Phage-related replication protein,"ORFJ, PEP"
1150596|1151297|+|phage_replication_protein_P,Phage-related,Phage-related replication protein,P
4357156|4357464|+|HF-I__host_factor_for_RNA_phage_Q_beta_replication,Phage-related,Phage-related replication protein,NotComplete
2458097|2460211|-|phage_replication_initiation_protein,Phage-related,Phage-related replication protein,NotComplete
1232507|1233391|-|phage_replication_protein,Phage-related,Phage-related replication protein,NotComplete
13545|13805|-|Phage_replication_protein,Phage-related,Phage-related replication protein,NotComplete
